Name,Street Address,Locality,Borough,Postal Code,Country,Latitude,Longitude,Rent,Payment Standard (PS),Ratio,Price Currency,Description,Property Type,# Beds,# Baths,Square Footage,URL,Image URL,Probability
"37-40 27 Th Street #5 C, New York City, NY 11101",37-40 27 Th Street #5 C,New York City,Queens,11101,USA,40.755622,-73.935099,3008,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/37-40-27-Th-Street/property/33922880,nan,0.8363790215403946
"11-15 Broadway #5-H, Astoria, NY 11106",11-15 Broadway #5-H,Astoria,Queens,11106,USA,40.767404,-73.935205,3075,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/11-15-Broadway/property/16573328,https:https://images.citysnap.com/listings/301/3654896383-015893671-original.jpg,0.8351248351355743
"41-16 47th Street #2 E, Long Island City, NY 11104",41-16 47th Street #2 E,Long Island City,Queens,11104,USA,40.745978,-73.917382,2400,2484,1.0,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/41-16-47th-Street,https:https://images.citysnap.com/listings/301/3536127383-815404671-original.jpg,0.8705035956272097
"22-44 Jackson Avenue #603, New York City, NY 11101",22-44 Jackson Avenue #603,New York City,Queens,11101,USA,40.745433,-73.946233,4230,2484,1.7,USD,"Condo, 1 Bed, 2 Baths",Condo,1,2.0,0.0,https://www.citysnap.com/NY/New-York-City/22-44-Jackson-Avenue/property/33912260,nan,0.8252873795791976
"21-35 45th Road #Parlor Fl, Long Island City, NY 11101",21-35 45th Road #Parlor Fl,Long Island City,Queens,11101,USA,40.746618,-73.946459,3400,2484,1.4,USD,"Multi-Family, 1 Bed, 1 Bath, 0.04 Acres",Multi-Family,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/21-35-45th-Road/property/16916702,https:https://images.citysnap.com/listings/301/6759125383-102463671-original.jpg,0.8001280905092353
"22-44 Jackson Avenue #807, New York City, NY 11101",22-44 Jackson Avenue #807,New York City,Queens,11101,USA,40.745433,-73.946233,4579,2484,1.8,USD,"Condo, 1 Bed, 2 Baths",Condo,1,2.0,0.0,https://www.citysnap.com/NY/New-York-City/22-44-Jackson-Avenue/property/33912275,nan,0.8036883144845708
"25-40 Shore Boulevard #2B, Astoria, NY 11102",25-40 Shore Boulevard #2B,Astoria,Queens,11102,USA,40.776571,-73.928358,2900,2484,1.2,USD,"Condo, 1 Bed, 1 Bath, 680 Sq Ft",Condo,1,1.0,680.0,https://www.citysnap.com/NY/Astoria/25-40-Shore-Boulevard/property/1987925,https:https://images.citysnap.com/listings/301/2018735383-277863671-original.jpg,0.8383845241628406
"147-40 Archer Avenue #411, Jamaica, NY 11435",147-40 Archer Avenue #411,Jamaica,Queens,11435,USA,40.700806,-73.806103,2775,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Jamaica/147-40-Archer-Avenue/property/32724233,https:https://images.citysnap.com/listings/301/7747065383-304573671-original.jpg,0.8530582899859185
"41-06 28th Avenue #1, Astoria, NY 11103",41-06 28th Avenue #1,Astoria,Queens,11103,USA,40.764809,-73.912837,2900,2484,1.2,USD,"Condo, 1 Bed, 1 Bath, 720 Sq Ft",Condo,1,1.0,720.0,https://www.citysnap.com/NY/Astoria/41-06-28th-Avenue/property/33917012,https:https://images.citysnap.com/listings/301/3393385383-902083671-original.jpg,0.8383845241628406
"22-44 Jackson Avenue #4013, New York City, NY 11101",22-44 Jackson Avenue #4013,New York City,Queens,11101,USA,40.745433,-73.946233,3980,2484,1.6,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/22-44-Jackson-Avenue/property/21718716,https:https://images.citysnap.com/listings/301/2874535383-721863671-original.jpg,0.753436259279023
"37-05 30th Street #404, Astoria, NY 11101",37-05 30th Street #404,Astoria,Queens,11101,USA,40.754934,-73.93202,3600,2484,1.4,USD,"Condo, 1 Bed, 1 Bath, 0.04 Acres",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/37-05-30th-Street/property/33901446,https:https://images.citysnap.com/listings/301/0113844383-942343671-original.jpg,0.7957306993433804
"35-15 32nd Street #C 3, Astoria, NY 11106",35-15 32nd Street #C 3,Astoria,Queens,11106,USA,40.757229,-73.927883,2300,2484,0.9,USD,"Multi-Family, 1 Bed, 1 Bath, 0.05 Acres",Multi-Family,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/35-15-32nd-Street/property/33899211,https:https://images.citysnap.com/listings/301/3148804383-593533671-original.jpg,0.8823157234461241
"30-77 Vernon Boulevard #409 E, Astoria, NY 11102",30-77 Vernon Boulevard #409 E,Astoria,Queens,11102,USA,40.76997,-73.933679,3240,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/27932383,https:https://images.citysnap.com/listings/301/6043184383-839533671-original.jpg,0.8182302415822587
"30-77 Vernon Boulevard #533 E, Astoria, NY 11102",30-77 Vernon Boulevard #533 E,Astoria,Queens,11102,USA,40.76997,-73.933679,4410,2484,1.8,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/24620135,https:https://images.citysnap.com/listings/301/8263184383-740833671-original.jpg,0.7042060263223475
"30-77 Vernon Boulevard #PH 832 W, Astoria, NY 11102",30-77 Vernon Boulevard #PH 832 W,Astoria,Queens,11102,USA,40.76997,-73.933679,3371,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/24844871,https:https://images.citysnap.com/listings/301/3113184383-499633671-original.jpg,0.8007597818845524
"30-77 Vernon Boulevard #PH 829 W, Astoria, NY 11102",30-77 Vernon Boulevard #PH 829 W,Astoria,Queens,11102,USA,40.76997,-73.933679,3533,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/29015970,https:https://images.citysnap.com/listings/301/4943184383-691733671-original.jpg,0.7972117861991074
"30-77 Vernon Boulevard #PH 833 W, Astoria, NY 11102",30-77 Vernon Boulevard #PH 833 W,Astoria,Queens,11102,USA,40.76997,-73.933679,3308,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/24775452,https:https://images.citysnap.com/listings/301/7285454383-764633671-original.jpg,0.8168470006867435
"50-06 Vernon Boulevard #1, Long Island City, NY 11101",50-06 Vernon Boulevard #1,Long Island City,Queens,11101,USA,40.742579,-73.954418,3150,2484,1.3,USD,"Condo, 1 Bed, 1 Bath, 700 Sq Ft",Condo,1,1.0,700.0,https://www.citysnap.com/NY/Long-Island-City/50-06-Vernon-Boulevard,https:https://images.citysnap.com/listings/301/6869552383-814492671-original.jpg,0.8200484879392215
"83-15 Parsons Boulevard #4 N, Jamaica, NY 11432",83-15 Parsons Boulevard #4 N,Jamaica,Queens,11432,USA,40.715203,-73.80746,2200,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Jamaica/83-15-Parsons-Boulevard/property/33884548,https:https://images.citysnap.com/listings/301/8104442383-927092671-original.jpg,0.8837243271549834
"37-05 30th Street #403, Astoria, NY 11101",37-05 30th Street #403,Astoria,Queens,11101,USA,40.754934,-73.93202,3700,2484,1.5,USD,"Condo, 1 Bed, 1 Bath, 0.04 Acres",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/37-05-30th-Street/property/33886308,https:https://images.citysnap.com/listings/301/8374372383-127992671-original.jpg,0.7774202880902498
"72-01 Queens Boulevard #408, Woodside, NY 11377",72-01 Queens Boulevard #408,Woodside,Queens,11377,USA,40.739704,-73.892188,2717,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/72-01-Queens-Boulevard/property/33889808,https:https://images.citysnap.com/listings/301/3124323383-503513671-original.jpg,0.8540469566091823
"72-01 Queens Boulevard #320, Woodside, NY 11377",72-01 Queens Boulevard #320,Woodside,Queens,11377,USA,40.739704,-73.892188,2704,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/72-01-Queens-Boulevard/property/33889806,https:https://images.citysnap.com/listings/301/1467323383-403513671-original.jpg,0.8542677962547249
"44-15 Purves Street #8 D, Long Island City, NY 11101",44-15 Purves Street #8 D,Long Island City,Queens,11101,USA,40.747143,-73.940896,3400,2484,1.4,USD,"Condo, 1 Bed, 1 Bath, 495 Sq Ft",Condo,1,1.0,495.0,https://www.citysnap.com/NY/Long-Island-City/44-15-Purves-Street/property/33891058,nan,0.8001280905092353
"101-19 Rockaway Beach Boulevard #1 I, Rockaway Park, NY 11694",101-19 Rockaway Beach Boulevard #1 I,Rockaway Park,Queens,11694,USA,40.583119,-73.822119,3075,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Rockaway-Park/101-19-Rockaway-Beach-Boulevard/property/33856573,https:https://images.citysnap.com/listings/301/9144650383-929702671-original.jpg,0.8351248351355743
"46-30 Center Boulevard #1407, Long Island City, NY 11109",46-30 Center Boulevard #1407,Long Island City,Queens,11109,USA,40.746575,-73.956974,4995,2484,2.0,USD,"Condo, 1 Bed, 1 Bath, 746 Sq Ft",Condo,1,1.0,746.0,https://www.citysnap.com/NY/Long-Island-City/46-30-Center-Boulevard/property/33857786,https:https://images.citysnap.com/listings/301/6691480383-149722671-original.jpg,0.6448905838139781
"72-01 Queens Boulevard #308, Woodside, NY 11377",72-01 Queens Boulevard #308,Woodside,Queens,11377,USA,40.739704,-73.892188,2726,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/72-01-Queens-Boulevard/property/33867306,https:https://images.citysnap.com/listings/301/2139981383-320272671-original.jpg,0.8538939051379385
"72-01 Queens Boulevard #315, Woodside, NY 11377",72-01 Queens Boulevard #315,Woodside,Queens,11377,USA,40.739704,-73.892188,3180,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/72-01-Queens-Boulevard/property/33867428,https:https://images.citysnap.com/listings/301/5110091383-270272671-original.jpg,0.8194439882479774
"31-35 31 Street #411, Astoria, NY 11106",31-35 31 Street #411,Astoria,Queens,11106,USA,40.762486,-73.931632,3100,2484,1.2,USD,"Condo, 1 Bed, 1 Bath, 601 Sq Ft",Condo,1,1.0,601.0,https://www.citysnap.com/NY/Astoria/31-35-31-Street/property/29081930,https:https://images.citysnap.com/listings/301/0579698383-162091671-original.jpg,0.8346548824963811
"32-15 35 Th Street #D 7, New York City, NY 11106",32-15 35 Th Street #D 7,New York City,Queens,11106,USA,40.759955,-73.922295,2800,2484,1.1,USD,"Multi-Family, 1 Bed, 1 Bath, 0.05 Acres",Multi-Family,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/32-15-35-Th-Street/property/22441182,https:https://images.citysnap.com/listings/301/5464035383-524191671-original.jpg,0.8526304337839045
"41-14 27 Th Street #7-D, New York City, NY 11101",41-14 27 Th Street #7-D,New York City,Queens,11101,USA,40.751654,-73.938967,3800,2484,1.5,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/41-14-27-Th-Street/property/22425830,https:https://images.citysnap.com/listings/301/8968510383-525291671-original.jpg,0.7750516855614763
"4123 76th Street #2B, Elmhurst, NY 11373",4123 76th Street #2B,Elmhurst,Queens,11373,USA,40.744746,-73.888855,2300,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Elmhurst/4123-76th-Street/property/400021083529,https:https://images.citysnap.com/listings/301/9708449283-918171671-original.jpg,0.8823157234461241
"35-20 Leverich Street #A104, Jackson Heights, NY 11372",35-20 Leverich Street #A104,Jackson Heights,Queens,11372,USA,40.750019,-73.895668,2100,2484,0.8,USD,"Condo, 1 Bed, 1 Bath, 650 Sq Ft",Condo,1,1.0,650.0,https://www.citysnap.com/NY/Jackson-Heights/35-20-Leverich-Street/property/3445007,https:https://images.citysnap.com/listings/301/6729830383-467991671-original.jpg,0.8944766996833909
"46-09 69th Street #505, Woodside, NY 11377",46-09 69th Street #505,Woodside,Queens,11377,USA,40.73979,-73.895743,3300,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/46-09-69th-Street/property/33839220,https:https://images.citysnap.com/listings/301/6873348283-491731671-original.jpg,0.8170101577956345
"27-21 44th Drive #706, Long Island City, NY 11101",27-21 44th Drive #706,Long Island City,Queens,11101,USA,40.746555,-73.94162,3650,2484,1.5,USD,"Condo, 1 Bed, 1 Bath, 632 Sq Ft",Condo,1,1.0,632.0,https://www.citysnap.com/NY/Long-Island-City/27-21-44th-Drive/property/16476110,https:https://images.citysnap.com/listings/301/8634578283-241741671-original.jpg,0.7785978952844607
"61-15 43rd Avenue #4 K, Woodside, NY 11377",61-15 43rd Avenue #4 K,Woodside,Queens,11377,USA,40.742708,-73.903282,2353,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Woodside/61-15-43rd-Avenue/property/32810636,https:https://images.citysnap.com/listings/301/0095747283-088390671-original.jpg,0.8815631835548325
"23-39 31st Drive #4 R, Queens, NY 11106",23-39 31st Drive #4 R,Queens,Queens,11106,USA,40.764862,-73.928278,2295,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Queens/23-39-31st-Drive/property/33825190,https:https://images.citysnap.com/listings/301/9532687283-190911671-original.jpg,0.8823865034608092
"5-49 51st Avenue #4, Long Island City, NY 11101",5-49 51st Avenue #4,Long Island City,Queens,11101,USA,40.742322,-73.954759,3450,2484,1.4,USD,"Condo, 1 Bed, 1 Bath, 700 Sq Ft",Condo,1,1.0,700.0,https://www.citysnap.com/NY/Long-Island-City/5-49-51st-Avenue/property/16599544,https:https://images.citysnap.com/listings/301/4677408283-463521671-original.jpg,0.7990354415922317
"30-77 Vernon Boulevard #515 S, Astoria, NY 11102",30-77 Vernon Boulevard #515 S,Astoria,Queens,11102,USA,40.76997,-73.933679,3983,2484,1.6,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-77-Vernon-Boulevard/property/29274936,https:https://images.citysnap.com/listings/301/4357017283-308267571-original.jpg,0.7533602523120051
"189-14 Crocheron Avenue #414, Flushing, NY 11358",189-14 Crocheron Avenue #414,Flushing,Queens,11358,USA,40.762928,-73.792464,2300,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Flushing/189-14-Crocheron-Avenue,https:https://images.citysnap.com/listings/301/2814356283-389337571-original.jpg,0.8823157234461241
"25-24 38 Th Street #4-R, New York City, NY 11103",25-24 38 Th Street #4-R,New York City,Queens,11103,USA,40.767757,-73.913242,2745,2484,1.1,USD,"Condo, 1 Bed, 1 Bath, 850 Sq Ft",Condo,1,1.0,850.0,https://www.citysnap.com/NY/New-York-City/25-24-38-Th-Street/property/22427361,https:https://images.citysnap.com/listings/301/6578394283-309096571-original.jpg,0.8535703596088708
"176 Woodward Avenue #334, Ridgewood, NY 11385",176 Woodward Avenue #334,Ridgewood,Queens,11385,USA,40.711576,-73.917293,3300,2484,1.3,USD,"Condo, 1 Bed, 2 Baths",Condo,1,2.0,0.0,https://www.citysnap.com/NY/Ridgewood/176-Woodward-Avenue/property/33803329,https:https://images.citysnap.com/listings/301/4916663383-985086571-original.jpg,0.8870911745680354
"53-36 Van Dam Street #3 R, Queens, NY 11101",53-36 Van Dam Street #3 R,Queens,Queens,11101,USA,40.735129,-73.937614,2100,2484,0.8,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Queens/53-36-Van-Dam-Street/property/26947117,https:https://images.citysnap.com/listings/301/8627005283-482296571-original.jpg,0.8944766996833909
"61-55 Junction Boulevard #21-H, Rego Park, NY 11374",61-55 Junction Boulevard #21-H,Rego Park,Queens,11374,USA,40.732234,-73.863349,3445,2484,1.4,USD,"Condo, 1 Bed, 1 Bath, 685 Sq Ft",Condo,1,1.0,685.0,https://www.citysnap.com/NY/Rego-Park/61-55-Junction-Boulevard/property/16470156,https:https://images.citysnap.com/listings/301/9678254283-253486571-original.jpg,0.7991449073679716
"35-64 85th Street #3-G, Jackson Heights, NY 11372",35-64 85th Street #3-G,Jackson Heights,Queens,11372,USA,40.75033,-73.881692,2678,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Jackson-Heights/35-64-85th-Street/property/30491364,https:https://images.citysnap.com/listings/301/8615225283-883696571-original.jpg,0.8547086440689606
"11-39 49th Avenue #1002, Long Island City, NY 11101",11-39 49th Avenue #1002,Long Island City,Queens,11101,USA,40.742871,-73.949913,4300,2484,1.7,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/11-39-49th-Avenue/property/33793991,https:https://images.citysnap.com/listings/301/1798252283-608926571-original.jpg,0.7266907812841261
"50-11 Queens Boulevard #606, New York City, NY 11104",50-11 Queens Boulevard #606,New York City,Queens,11104,USA,40.741238,-73.906561,3000,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/50-11-Queens-Boulevard/property/33793989,https:https://images.citysnap.com/listings/301/1978252283-508926571-original.jpg,0.8365282611530103
"10-17 Jackson Avenue #2-C, Long Island City, NY 11101",10-17 Jackson Avenue #2-C,Long Island City,Queens,11101,USA,40.742092,-73.95396,4000,2484,1.6,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/10-17-Jackson-Avenue/property/23351432,https:https://images.citysnap.com/listings/301/5059392283-723836571-original.jpg,0.7529292485585912
"25-76 35th Street #2, Long Island City, NY 11103",25-76 35th Street #2,Long Island City,Queens,11103,USA,40.767654,-73.916573,2695,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/25-76-35th-Street,https:https://images.citysnap.com/listings/301/1286753283-083556571-original.jpg,0.8544205228358542
"12-21 Astoria Boulevard #2R, Long Island City, NY 11102",12-21 Astoria Boulevard #2R,Long Island City,Queens,11102,USA,40.772314,-73.929208,2500,2484,1.0,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Long-Island-City/12-21-Astoria-Boulevard/property/16463333,https:https://images.citysnap.com/listings/301/2339003283-937936571-original.jpg,0.8689585805089917
"16-26 Madison Street #PH-I, Flushing, NY 11385",16-26 Madison Street #PH-I,Flushing,Queens,11385,USA,40.699219,-73.908592,2978,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Flushing/16-26-Madison-Street/property/16592654,https:https://images.citysnap.com/listings/301/1113408283-536695571-original.jpg,0.836938105361822
"23-33 Astoria Boulevard #2 E, Astoria, NY 11102",23-33 Astoria Boulevard #2 E,Astoria,Queens,11102,USA,40.771643,-73.923043,3267,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/23-33-Astoria-Boulevard/property/33764998,https:https://images.citysnap.com/listings/301/3798129183-390135571-original.jpg,0.8176819886191569
"21-17 31st Avenue #6F, Astoria, NY 11106",21-17 31st Avenue #6F,Astoria,Queens,11106,USA,40.767044,-73.929041,3300,2484,1.3,USD,"Condo, 1 Bed, 1 Bath, 608 Sq Ft, 0.32 Acres",Condo,1,1.0,608.0,https://www.citysnap.com/NY/Astoria/21-17-31st-Avenue/property/16524793,https:https://images.citysnap.com/listings/301/9971879183-130865571-original.jpg,0.8170101577956345
"23-33 Astoria Boulevard #2 B, Astoria, NY 11102",23-33 Astoria Boulevard #2 B,Astoria,Queens,11102,USA,40.771643,-73.923043,3067,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/23-33-Astoria-Boulevard/property/33765000,https:https://images.citysnap.com/listings/301/3389129183-290135571-original.jpg,0.8352749933973884
"4346 39th Place #304, Sunnyside, NY 11104",4346 39th Place #304,Sunnyside,Queens,11104,USA,40.744065,-73.925154,3250,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Sunnyside/4346-39th-Place/property/33751939,https:https://images.citysnap.com/listings/301/9721408183-984394571-original.jpg,0.8180273345987322
"4346 39th Place #305, Sunnyside, NY 11104",4346 39th Place #305,Sunnyside,Queens,11104,USA,40.744065,-73.925154,3450,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Sunnyside/4346-39th-Place/property/33751839,https:https://images.citysnap.com/listings/301/8644208183-620394571-original.jpg,0.7990354415922317
"30-50 21st Street #5-D, Astoria, NY 11102",30-50 21st Street #5-D,Astoria,Queens,11102,USA,40.768556,-73.929231,2950,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Astoria/30-50-21st-Street/property/16521273,https:https://images.citysnap.com/listings/301/2762138183-896105571-original.jpg,0.8374585282074182
"98-15 Ascan Avenue #2 Fl, Flushing, NY 11375",98-15 Ascan Avenue #2 Fl,Flushing,Queens,11375,USA,40.710196,-73.846099,2100,2484,0.8,USD,"Multi-Family, 1 Bed, 1 Bath, 0.12 Acres",Multi-Family,1,1.0,0.0,https://www.citysnap.com/NY/Flushing/98-15-Ascan-Avenue,https:https://images.citysnap.com/listings/301/2844567183-121384571-original.jpg,0.8944766996833909
"11-15 Broadway #6-C, Astoria, NY 11106",11-15 Broadway #6-C,Astoria,Queens,11106,USA,40.767404,-73.935205,2850,2484,1.1,USD,"Condo, 1 Bed, 1 Bath, 711 Sq Ft",Condo,1,1.0,711.0,https://www.citysnap.com/NY/Astoria/11-15-Broadway/property/16456687,https:https://images.citysnap.com/listings/301/8341327183-226174571-original.jpg,0.8517716302730067
"61-55 Junction Boulevard #15-B, Rego Park, NY 11374",61-55 Junction Boulevard #15-B,Rego Park,Queens,11374,USA,40.732234,-73.863349,3715,2484,1.5,USD,"Condo, 1 Bed, 1 Bath, 704 Sq Ft",Condo,1,1.0,704.0,https://www.citysnap.com/NY/Rego-Park/61-55-Junction-Boulevard/property/16523395,https:https://images.citysnap.com/listings/301/3475105183-175624571-original.jpg,0.777066135463112
"83-15 Parsons Boulevard #2 M, Jamaica, NY 11432",83-15 Parsons Boulevard #2 M,Jamaica,Queens,11432,USA,40.715203,-73.80746,2397,2484,1.0,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Jamaica/83-15-Parsons-Boulevard/property/33736423,nan,0.8705497056249921
"4346 39th Place #306, Sunnyside, NY 11104",4346 39th Place #306,Sunnyside,Queens,11104,USA,40.744065,-73.925154,3550,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Sunnyside/4346-39th-Place/property/33737922,https:https://images.citysnap.com/listings/301/3717075183-892934571-original.jpg,0.7968367476752098
"41-32 27 Th Street #6 A, New York City, NY 11101",41-32 27 Th Street #6 A,New York City,Queens,11101,USA,40.751138,-73.939306,3347,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/41-32-27-Th-Street/property/22426534,https:https://images.citysnap.com/listings/301/6003904183-372763571-original.jpg,0.8160499936082135
"5 Stuyvesant Place #5 L, St. George, NY 10301",5 Stuyvesant Place #5 L,St. George,Staten Island,10301,USA,40.645899,-74.078501,2700,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/St-George/5-Stuyvesant-Place/listing/174982839,https:https://images.citysnap.com/listings/301/9551859973-938289471-original.jpg,0.8543356911351694
nan,2000 East Tremont Avenue,East Bronx,Bronx,10462,nan,nan,nan,1585,2484,0.6,nan,nan,nan,1,1.0,nan,nan,nan,0.916713949834155
nan,237 Ninth Avenue,Chelsea,Manhattan,10001,nan,nan,nan,3199,2484,1.3,nan,nan,nan,1,1.0,nan,nan,nan,0.8190603202427246
nan,3480 Seymour Avenue,East Bronx,Bronx,10469,nan,nan,nan,1850,2484,0.7,nan,nan,nan,1,1.0,nan,nan,nan,0.9060973363963223
nan,26-38 21st Street,Astoria,Queens,11102,nan,nan,nan,3275,2484,1.3,nan,nan,nan,1,1.0,nan,nan,nan,0.817519296735512
nan,120 West 23rd Street,Chelsea,Manhattan,10011,nan,nan,nan,4199,2484,1.7,nan,nan,nan,1,1.0,nan,nan,nan,0.7294177238896119
nan,446 East 78th Street,Upper East Side,Manhattan,10075,nan,nan,nan,2695,2484,1.1,nan,nan,nan,1,1.0,nan,nan,nan,0.8544205228358542
nan,446 East 78th Street,Upper East Side,Manhattan,10075,nan,nan,nan,2750,2484,1.1,nan,nan,nan,1,1.0,nan,nan,nan,0.8534851174546176
nan,40-40 79th Street,Elmhurst,Queens,11373,nan,nan,nan,2595,2484,1.0,nan,nan,nan,1,1.0,nan,nan,nan,0.8674763443795487
nan,34-44 77th Street,Jackson Heights,Queens,11372,nan,nan,nan,2775,2484,1.1,nan,nan,nan,1,1.0,nan,nan,nan,0.8530582899859185
nan,56-11 94th Street,Elmhurst,Queens,11373,nan,nan,nan,2863,2484,1.2,nan,nan,nan,1,1.0,nan,nan,nan,0.8390670161181808
nan,2103 Frederick Douglass Boulevard,Central Harlem,Manhattan,10026,nan,nan,nan,3195,2484,1.3,nan,nan,nan,1,1.0,nan,nan,nan,0.8191411452037495
nan,251 West 117th Street,South Harlem,Manhattan,10026,nan,nan,nan,3795,2484,1.5,nan,nan,nan,1,1.0,nan,nan,nan,0.7751705394382011
nan,251 West 117th Street,South Harlem,Manhattan,10026,nan,nan,nan,3895,2484,1.6,nan,nan,nan,1,1.0,nan,nan,nan,0.755583235670494
nan,200 EAST 72ND STREET,Lenox Hill,Manhattan,10021,nan,nan,nan,4800,2484,1.9,nan,nan,nan,1,1.0,nan,nan,nan,0.6723284829177056
nan,245 East 63rd Street,Lenox Hill,Manhattan,10065,nan,nan,nan,4100,2484,1.7,nan,nan,nan,1,1.0,nan,nan,nan,0.7320739964822389
nan,150 East 39th Street,Murray Hill,Manhattan,10016,nan,nan,nan,4200,2484,1.7,nan,nan,nan,1,1.0,nan,nan,nan,0.7293908085018834
nan,150 East 39th Street,Murray Hill,Manhattan,10016,nan,nan,nan,3875,2484,1.6,nan,nan,nan,1,1.0,nan,nan,nan,0.7560865644931901
nan,101 West 55th Street,Midtown West,Manhattan,10019,nan,nan,nan,4500,2484,1.8,nan,nan,nan,1,1.0,nan,nan,nan,0.7016431519898798
nan,1365 York Avenue,Lenox Hill,Manhattan,10021,nan,nan,nan,4895,2484,2.0,nan,nan,nan,1,1.0,nan,nan,nan,0.6480072885017725
